200401202,클라로신정(클래리트로마이신),타원형,노랑,,,,15.72,7.98,5.46,필름코팅정
200401688,클라리움정(클래리트로마이신),타원형,노랑,,,,15.0,7.0,6.3,필름코팅정
200403937,푸졸캡슐(플루코나졸)(수출명:NewfuconacCap.),장방형,파랑,하양,,,14.2,5.05,5.32,"경질캡슐제, 산제"
200404617,플루콘캡슐(플루코나졸),장방형,파랑,하양,,,14.3,5.0,5.2,"경질캡슐제, 산제"
200401886,씨플루코캡슐(플루코나졸),장방형,파랑,하양,,,14.20,5.05,5.32,"경질캡슐제, 산제"
200400520,코니졸캡슐50밀리그램(플루코나졸),장방형,파랑,하양,,,14.1,7.9,5.2,"경질캡슐제, 산제"
200402979,프로난캡슐(플루코나졸),장방형,파랑,하양,,,14.2,5,5.1,"경질캡슐제, 산제"
200300854,애니락정(아세클로페낙),원형,하양,,,,7.7,7.7,4,필름코팅정
200404029,"심비단정(심바스타틴)(수출명:SIVASTANTTAB.,SIVANSTANTTAB.)",타원형,주황,,,-,11.2,6.4,3.8,필름코팅정
200403778,코러스레보설피리드정,원형,하양,,,,6,6,3.5,나정
200401875,알시젠연질캡슐,타원형,초록,,,,14.2,7.7,7.7,"연질캡슐제, 액상"
200500699,복합알스파연질캡슐,타원형,초록,,,,16,8,8,"연질캡슐제, 액상"
200502473,알바롤연질캡슐,장방형,초록,,,,17,7,3,"연질캡슐제, 액상"
200500188,판타제엠정,장방형,하양,,,,14,8,6,"정제, 미분류"
200500409,이트라콘정(이트라코나졸고체분산체),원형,하양,,,,11.0,11.0,5.5,필름코팅정
200501618,대원이트라코나졸정(이트라코나졸고체분산체),원형,하양,,,,11.1,11.1,5.44,필름코팅정
200302145,쿨맥스정,장방형,초록,,,,15.6,8.85,6.8,장용성필름코팅정
200500492,건일라미프릴정5밀리그램(라미프릴),장방형,분홍,,-,-,8.1,4.1,,나정
200501385,람피스타정5밀리그램(라미프릴),장방형,빨강,,-,-,8.2,4.2,2.5,나정
200500195,암로스크정(암로디핀말레산염),팔각형,하양,,,-,9.0,6.0,3.0,나정
200501162,토파메이트정25밀리그램(토피라메이트),원형,하양,,,,6.1,6.1,2.5,필름코팅정
200803373,콘서타OROS서방정27밀리그램(메틸페니데이트염산염),장방형,회색,,,,12.1,5.3,5.3,서방성필름코팅정
200500430,메만토정10밀리그램(메만틴염산염),기타,하양,,-,-,12.61,5.41,3.76,필름코팅정
200501981,텔로딘정(톨터로딘-L-타르타르산염),원형,하양,,,,6.3,6.3,2.5,필름코팅정
200403318,코술론캡슐(탐스로신염산염),장방형,주황,하양,,,15.83,5.6,5.6,"서방성캡슐제, 펠렛"
200511055,젤독스캡슐60밀리그램(염산지프라시돈일수화물),장방형,하양,하양,,,15.9,5.3,5.6,"경질캡슐제, 산제"
200511056,젤독스캡슐80밀리그램(염산지프라시돈일수화물),장방형,파랑,하양,,,17.9,5.7,6.1,"경질캡슐제, 산제"
200502012,넬슨가바펜틴캡슐(가바펜틴),장방형,노랑,노랑,,,18.9,6.5,6.5,"경질캡슐제, 산제"
200500239,이연이트라코나졸정(이트라코나졸고체분산체),원형,하양,,,,11.11,11.11,5.47,필름코팅정
200502636,씨스코이알서방정10밀리그램(니솔디핀),원형,노랑,,,,9.15,9.15,5.3,서방성다층정
200502637,씨스코이알서방정20밀리그램(니솔디핀),원형,노랑,,,,9.15,9.15,5.3,서방성다층정
200402944,푸로스타정(피나스테리드),기타,파랑,,,,7.5,7.3,3.8,필름코팅정
200202617,휘가에스캡슐(그린티80%에탄올엑스),장방형,노랑,노랑,,,21.29,7.13,7.56,"경질캡슐제, 산제"
200401377,나노프릴정(리시노프릴수화물)(수출명: 리시노젬정),원형,갈색,,,,8.2,8.2,3.8,나정
200502086,타이리콜8시간이알서방정(아세트아미노펜),장방형,하양,,,,18.9,7.6,6.2,필름코팅정
200403319,토팜정(토피라메이트),원형,노랑,,,-,9.24,9.24,4.37,필름코팅정
200209901,클리마디논정(서양승마58%에탄올연조엑스(건조엑스로서 5~10→1)·유당혼합건조물(1:1)),원형,분홍,,,,7.10,7.10,2.91,필름코팅정
200200715,동성레보플록사신정(레보플록사신수화물),원형,하양,,,,8.1,8.1,3.6,필름코팅정
200100827,크라모넥스정625mg,타원형,하양,,,,20.3,9.7,6.5,필름코팅정
200300679,하이시드정,원형,하양,,,,10.0,10.0,5.1,나정
200300719,에이프로젠암브록솔정(암브록솔염산염),원형,하양,,,-,9.08,9.08,2.96,나정
200300763,아세클정(아세클로페낙),원형,하양,,,,8.1,8.1,3.9,필름코팅정
200300757,록세트서방캡슐75밀리그램(록사티딘아세테이트염산염서방성과립제45.45%),장방형,연두,"하양, 투명",,,15.7,5.6,5.8,"서방성캡슐제, 펠렛"
200300792,록시키드정(록시트로마이신),원형,하양,,,,9.1,9.1,4,필름코팅정
200300791,안국아테놀올정50밀리그람,원형,하양,,,,10.0,10.0,4.0,필름코팅정
200300814,프레나정(메틸프레드니솔론),원형,하양,,,,6.5,6.5,2.5,나정
200300830,모아트론연질캡슐(빌베리건조엑스),타원형,검정,,,,15,8,8,"연질캡슐제, 현탁상"
200101018,알자틴캡슐150밀리그램(니자티딘),장방형,자주,노랑,,,17.6,6.07,6.35,"경질캡슐제, 산제"
200300896,멕스비오에프연질캡슐,장방형,연두,,,,24,6.5,6.5,"연질캡슐제, 현탁상"
200308647,가스토텍정100마이크로그램(미소프로스톨),원형,파랑,,-,,8.6,8.6,3.9,나정
200300909,치옥틴정200밀리그램(티옥트산),원형,초록,,,,11,11,2,필름코팅정
200300941,시스타정40밀리그램(심바스타틴),타원형,분홍,,,-,14.6,8,4.8,필름코팅정
200300987,펩스리드정(레보설피리드),원형,하양,,,,6.0,6.0,3.7,나정
200301066,나라프릴플러스정,원형,주황,,,,8.0,8.0,4.0,나정
200301069,마이부틴정(트리메부틴말레산염),원형,하양,,,-,9.0,9.0,3.0,나정
200301072,뉴오시드정(치옥트산)(수출용),원형,초록,,,,10.2,10.2,5.2,필름코팅정
200301115,소아용에보프림연질캡슐(달맞이꽃종자유),기타,"노랑, 투명",,,,27.3,3,10,"연질캡슐제, 액상"
200101345,나리펜캡슐(플루나리진염산염)(수출명: 메시틸캡슐(플루나리진염산염)),장방형,회색,빨강,,,14.20,5.50,5.32,"경질캡슐제, 산제"
200201329,디프로펜정300밀리그램(덱시부프로펜디.씨.),장방형,주황,,,-,14,7,5.7,필름코팅정
200301216,니자티드캡슐(니자티딘),장방형,갈색,분홍,,,17.5,6.0,6.2,"경질캡슐제, 산제"
200301245,다벤돌정(알리벤돌)(수출용),장방형,분홍,,,,12.6,7.2,4.3,당의정
200201481,하드칼츄어블정,원형,하양,,,,16,16,7,추어블정(저작정)
200301301,뮤겔에스정,원형,하양,,-,-,10.0,10.0,5.0,나정
200201591,브로메틴연질캡슐,장방형,갈색,,,,19.7,9.0,9.0,"연질캡슐제, 현탁상"
200102072,오스틴이부프로펜정200mg,원형,주황,,,,10.13,10.13,4.82,필름코팅정
200201779,자니탈정,원형,연두,,,,10.5,10.5,5,필름코팅정
200301661,엑소닌정(에페리손염산염),원형,하양,,,,7.6,7.6,4.2,당의정
200301756,에날듀오정,원형,분홍,,,,9.1,9.1,4.2,나정
200400498,탐스날서방정(탐스로신염산염),원형,하양,,,,7.4,7.4,4.05,서방성필름코팅정
200400329,유로탐스서방정(탐스로신염산염),원형,하양,,,,7.5,7.5,4.2,서방성필름코팅정
200402319,실로타정(실로스타졸),원형,하양,,,,7.1,7.1,2.43,나정
200400857,엑티버정(비페닐디메칠카르복실레이트)(수출명:맥시버정),원형,하양,,,,10,10,3,나정
200705398,헤파킨캡슐(비페닐디메칠디카르복실레이트),장방형,주황,노랑,,,16.5,5.8,5.8,"경질캡슐제, 산제"
200400166,글리멜정1mg(글리메피리드),기타,분홍,,-,-,7.99,4.02,2.21,나정
200300334,건일글리메피리드정2밀리그램,기타,초록,,-,-,10.1,5.0,3.1,나정
200300259,다이메릴정(글리메피리드)(수출명:비나겐정),기타,청록,,-,-,10.2,4.0,3.5,나정
200301118,디아릴정(글리메피리드),장방형,초록,,-,,10.1,5.0,3.3,나정
200300409,유글렉스정2밀리그램(글리메피리드),기타,초록,,-,-,10.0,5.0,3.0,나정
200401747,메리클정(글리메피리드),기타,초록,,-,-,10,5,2.8,나정
200401494,글리파정(글리메피리드),기타,초록,,-,-,10.0,5.0,3.1,나정
200300144,글리멜정2mg(글리메피리드),기타,청록,,,,10.05,5.02,2.85,나정
200400570,아모린정(글리메피리드),기타,초록,,-,-,10.1,5.1,2.9,나정
200308551,디아그릴정2밀리그램(글리메피리드)(수출명:Diarinletablet),기타,청록,,-,-,10.1,4.9,2.9,나정
200400777,글리멥정(글리메피리드),기타,초록,,-,-,10.14,5.04,3.12,나정
200401743,글레딘정(글리메피리드),기타,청록,,-,-,10.1,4.2,3.0,나정
200300770,디어메디정2밀리그람(글리메피리드)(수출명:글루메디정2밀리그람),기타,청록,,-,-,10.1,3.0,5.0,나정
200202855,메피리드정(글리메피리드),기타,초록,,-,-,10,5,2.9,나정
200400686,아로밀정(글리메피리드),기타,청록,,-,-,10.0,5.0,,나정
200300284,글리팜정(글리메피리드),기타,청록,,-,-,10.12,5.03,2.92,나정
200401535,일성글리메피리드정2밀리그람,기타,청록,,-,-,10.6,4.70,3.20,나정
200300104,네오마릴정2밀리그램(글리메피리드),기타,연두,,-,-,10.1,4.5,3,나정
200300200,메피그릴정(글리메피리드),장방형,청록,,-,,10,5,3,나정
200302483,유니마릴정(글리메피리드)(수출명:유니디아정),기타,청록,,-,-,10.3,4.5,3.2,나정
200300204,글루딘정2밀리그램(글리메피리드),기타,초록,,-,-,10.05,5.05,3.00,나정
200301831,그리메피드정2밀리그램(글리메피리드),기타,초록,,-,-,9.88,4.21,2.70,나정
200300296,한올글리메피리드정,기타,초록,,-,-,10,4,3,나정
200401323,다이피릴정2밀리그램(글리메피리드),기타,초록,,-,-,10.5,5.0,3.1,나정
200403054,엠포민정(메트포르민염산염),원형,하양,,,,11.5,11.5,6.1,필름코팅정
200400304,글라비스정(메트포르민염산염),원형,하양,,-,,11,11,6.2,필름코팅정
199401315,오스틴암브록솔염산염정,원형,하양,,-,,9.3,9.3,4,나정
200404679,란스파졸정(란소프라졸)(수출용),원형,갈색,,,,9.5,9.5,4.4,장용성필름코팅정
198501089,카신정(카르바민산클로르페네신)(수출용),원형,하양,,,,8.0,8.0,3.6,나정
200300335,건일가바펜틴캡슐300밀리그램,장방형,노랑,노랑,,,19,6.8,6.4,"경질캡슐제, 산제"
200209716,데파코트서방정500밀리그램(디발프로엑스나트륨),타원형,회색,,,,19.1,9.9,8.4,서방성필름코팅정
200301486,"람노스캡슐(락토바실루스카제이변종람노수스)(수출명1: 올바이오캡슐, 수출명2: 안티비오포르테캡슐)",장방형,하양,하양,,,17.4,5.9,6.2,"경질캡슐제, 산제"
200611516,글리벡필름코팅정100밀리그램(이매티닙메실산염),원형,갈색,,-,,9,9,2,필름코팅정
200100224,리버만연질캡슐,장방형,갈색,,,,22.2,7.65,7.65,"연질캡슐제, 현탁상"
200400211,뉴화콜포르테캡슐,장방형,노랑,노랑,,,19.10,6.63,6.91,"경질캡슐제, 산제"
200400530,탐스로캡슐0.2밀리그램(탐스로신염산염)(수출명:코오롱탐스로캡슐0.2밀리그램),장방형,주황,하양,,,15.5,5.4,5.6,"서방성캡슐제, 펠렛"
200605253,뉴론틴정600밀리그램(가바펜틴),타원형,하양,,-,-,17.5,9.2,6.5,필름코팅정
200606183,뉴론틴정800밀리그램(가바펜틴),타원형,하양,,-,-,19.2,10.0,7.1,필름코팅정
200403902,카푸린정,원형,하양,,,-,8,8,4,나정
200203460,속키파정(수출용),원형,노랑,,,,9,9,4.2,필름코팅정
200801558,로메신정(로메플록사신염산염)(수출용),타원형,하양,,,-,16.0,7.0,6.5,필름코팅정
200608206,옥세틴캡슐(플루옥세틴염산염),장방형,연두,노랑,,,15.6,5.4,5.7,"경질캡슐제, 산제"
200302214,록프라정(록소프로펜나트륨수화물),원형,하양,,-,,9.02,9.02,3.43,나정
200210718,엔슬림정(펜디메트라진타르타르산염),원형,하양,,,-,7.12,7.12,2.8,나정
200403485,시게놀에이연질캡슐,장방형,갈색,,,,18.4,7.4,7.4,"연질캡슐제, 현탁상"
200403472,세브론에이캡슐,장방형,파랑,파랑,,,19.1,6.63,6.91,"경질캡슐제, 산제"
197000212,하나페노바르비탈정,원형,하양,,,,7.3,7.3,3.0,나정
200401328,뉴렙톨캡슐100밀리그램(가바펜틴),장방형,하양,하양,,,14.20,5.32,5.05,"경질캡슐제, 산제"
200401093,가바프론캡슐(가바펜틴),장방형,노랑,노랑,,,20.0,6.0,6.0,"경질캡슐제, 산제"
200403465,세클펜정(아세클로페낙)(수출명:CECLOFEN Tab.),원형,하양,,,,8.1,8.1,3.9,필름코팅정
200403414,로페닌정(록소프로펜나트륨)(수출명:Lopenin Tabs.),원형,분홍,,,,9,9,2,나정
200403512,록페날정(록소프로펜나트륨수화물),원형,하양,,,,9.1,9.1,3.9,나정
200403739,케이빅캡슐7.5밀리그램(멜록시캄),장방형,초록,초록,,,17.60,6.07,6.35,"경질캡슐제, 산제"
200400684,모벡스캡슐(멜록시캄),장방형,초록,초록,,,18,5,6,"경질캡슐제, 산제"
200402564,멜캄캡슐(멜록시캄),장방형,초록,초록,,,17.6,6.1,6.1,"경질캡슐제, 산제"
200403461,"아모리아캡슐(멜록시캄)(수출명 : Amolex Cap., Mepedo Cap.)",장방형,초록,초록,,,19.10,6.63,6.91,"경질캡슐제, 산제"
200500887,진셀몬큐텐정,타원형,빨강,,,,19.95,8.76,7.5,필름코팅정
200400479,네버펜틴정600밀리그램(가바펜틴),타원형,하양,,-,-,17.5,9.2,6.7,필름코팅정
200501113,그리팅캡슐(염산플루옥세틴),장방형,초록,노랑,,,15.50,5.72,5.72,"경질캡슐제, 산제"
200400217,수로신캡슐(염산탐스로신),장방형,주황,하양,,,15.70,5.80,5.50,"서방성캡슐제, 펠렛"
200501046,플루민캡슐(플루옥세틴염산염),장방형,연두,노랑,,,14.2,5.1,5.3,"경질캡슐제, 산제"
200502228,록소진정(록소프로펜나트륨수화물),원형,하양,,-,,9.02,9.02,3.26,나정
200501369,디카맥스1000정,장방형,초록,,,,20.4,8.8,7.1,필름코팅정
200401520,폴다정5밀리그램(폴산),장방형,노랑,,,,9.9,4.9,3.3,나정
200503106,유니콕스캡슐15mg(멜록시캄),장방형,연두,연두,,,17.20,6.02,6.31,"경질캡슐제, 산제"
200400934,벤팍신오알서방정75밀리그람(염산벤라팍신),원형,하양,,,,7.85,7.85,4.51,서방성필름코팅정
200500607,아도큐플러스정,원형,청록,,,,10,10,4,필름코팅정
200502770,푸로핀캡슐10밀리그램(플루옥세틴염산염),장방형,초록,초록,,,14.10,5.16,5.16,"경질캡슐제, 산제"
200500416,국제플루옥세틴캡슐(플루옥세틴염산염),장방형,연두,노랑,,,14.20,5.05,5.32,"경질캡슐제, 산제"
200402620,한미리스피돈정2밀리그람(리스페리돈),장방형,주황,,-,,12.32,5.23,2.91,필름코팅정
200503313,에페론정(에페리손염산염),원형,하양,,,,8.07,8.07,3.63,필름코팅정
200501301,디멘사정(메만틴염산염),기타,하양,,-,,12.5,5.0,3.0,필름코팅정
200503619,케이페리정(에페리손염산염),원형,하양,,,,5.85,5.85,2.75,필름코팅정
200503642,바스콜정(에바스틴),장방형,하양,,-,,10.2,4.6,3.2,필름코팅정
200502237,안티코정(수출용),타원형,노랑,,,,16.18,8.17,6.04,필름코팅정
200500132,타크로벨캡슐0.5밀리그램(타크로리무스수화물),장방형,노랑,노랑,,,11,4.5,4.5,"경질캡슐제, 산제"
200400102,타크로벨캡슐1밀리그램(타크로리무스수화물),장방형,하양,하양,,,11,4.5,4.5,"경질캡슐제, 산제"
200511255,아타칸정32밀리그램(칸데사르탄실렉세틸),원형,분홍,,-,,9.5,9.5,3.53,나정
200503731,펠로덴지속정(펠로디핀),원형,분홍,,,,10.1,10.1,5.2,서방성필름코팅정
200501947,하이퍼지속정5밀리그람(펠로디핀),원형,분홍,,,,8.2,8.2,4.2,서방성필름코팅정
200500959,에이프로젠펠로디핀정(펠로디핀),원형,분홍,,,,9.8,9.8,5.7,서방성필름코팅정
200400490,포시릴정10밀리그람(포시노프릴나트륨),마름모형,하양,,,,9.6,6.6,4.25,나정
200400491,포시릴정20밀리그람(포시노프릴나트륨),타원형,하양,,-,,10.6,5.5,3.7,나정
200501564,파마가바펜틴캡슐(가바펜틴),장방형,노랑,노랑,,,21.5,7.33,7.64,"경질캡슐제, 산제"
200403104,디트루베린정(프로피베린염산염),원형,하양,,,,7,7,3.35,필름코팅정
200502588,레카핀정(레르카니디핀염산염),원형,노랑,,,,6,6,3.45,필름코팅정
200501395,알파디롤정(카르베딜롤),원형,하양,,,-,7.5,7.5,2.5,나정
200500659,레카딘정(레르카니디핀염산염),원형,노랑,,,-,6.5,6.5,3.8,필름코팅정
200301759,리페돌캡슐(페노피브레이트 과립(미분화)),장방형,주황,주황,,,18.0,6.5,6.5,"경질캡슐제, 과립제"
200202129,레보라정(레보설피리드),원형,하양,,,,6.0,6.0,3.6,나정
200301818,써스펜8시간이알서방정650밀리그램(아세트아미노펜),장방형,하양,,,,19.23,7.70,6.05,서방성필름코팅정
200210859,메카250mg정(메토카르바몰),타원형,하양,,-,,12.12,6.82,3.86,나정
200301925,푸로렌캡슐(플루옥세틴염산염),장방형,초록,노랑,,,14.2,5.05,5.32,"경질캡슐제, 산제"
200301937,위더스레보플록사신정(레보플록사신수화물),원형,하양,,,,8.1,8.1,3.5,필름코팅정
